Index,HexValue,DecimalValue,Timestamp
37855,55E1,21985,2026-04-05 00:01:03.701
37856,C096,49302,2026-04-05 00:01:03.705
37857,7442,29762,2026-04-05 00:01:03.708
37858,3B79,15225,2026-04-05 00:01:03.711
37859,016C,364,2026-04-05 00:01:03.714
37860,FBA0,64416,2026-04-05 00:01:03.717
37861,E173,57715,2026-04-05 00:01:03.720
37862,6580,25984,2026-04-05 00:01:03.723
37863,803F,32831,2026-04-05 00:01:03.727
37864,7CB1,31921,2026-04-05 00:01:03.730
37865,2A3A,10810,2026-04-05 00:01:03.733
37866,B51C,46364,2026-04-05 00:01:03.736
37867,C903,51459,2026-04-05 00:01:03.739
37868,6A0D,27149,2026-04-05 00:01:03.742
37869,2DAC,11692,2026-04-05 00:01:03.745
37870,92EB,37611,2026-04-05 00:01:03.748
37871,69E1,27105,2026-04-05 00:01:03.752
37872,6F5E,28510,2026-04-05 00:01:03.755
37873,5B35,23349,2026-04-05 00:01:03.758
37874,CC5D,52317,2026-04-05 00:01:03.761
37875,0B63,2915,2026-04-05 00:01:03.764
37876,B3B2,46002,2026-04-05 00:01:03.767
37877,D2AC,53932,2026-04-05 00:01:03.770
37878,F38D,62349,2026-04-05 00:01:03.774
37879,C50A,50442,2026-04-05 00:01:03.777
37880,B48C,46220,2026-04-05 00:01:03.780
37881,8D07,36103,2026-04-05 00:01:03.783
37882,CDB9,52665,2026-04-05 00:01:03.786
37883,60CC,24780,2026-04-05 00:01:03.789
37884,B667,46695,2026-04-05 00:01:03.792
37885,E8F1,59633,2026-04-05 00:01:03.796
37886,6959,26969,2026-04-05 00:01:03.799
37887,E046,57414,2026-04-05 00:01:03.802
37888,70A1,28833,2026-04-05 00:01:03.805
37889,6460,25696,2026-04-05 00:01:03.808
37890,B847,47175,2026-04-05 00:01:03.811
37891,7866,30822,2026-04-05 00:01:03.814
37892,CE98,52888,2026-04-05 00:01:03.818
37893,CFD4,53204,2026-04-05 00:01:03.821
37894,20F9,8441,2026-04-05 00:01:03.824
37895,E8D7,59607,2026-04-05 00:01:03.827
37896,B891,47249,2026-04-05 00:01:03.830
37897,08F8,2296,2026-04-05 00:01:03.833
37898,E132,57650,2026-04-05 00:01:03.836
37899,A322,41762,2026-04-05 00:01:03.840
37900,9508,38152,2026-04-05 00:01:03.843
37901,8730,34608,2026-04-05 00:01:03.846
37902,B16C,45420,2026-04-05 00:01:03.849
37903,B326,45862,2026-04-05 00:01:03.852
37904,45B9,17849,2026-04-05 00:01:03.855
37905,01A0,416,2026-04-05 00:01:03.858
37906,5265,21093,2026-04-05 00:01:03.862
37907,3028,12328,2026-04-05 00:01:03.865
37908,1FAA,8106,2026-04-05 00:01:03.868
37909,9179,37241,2026-04-05 00:01:03.871
37910,23F1,9201,2026-04-05 00:01:03.874
37911,2921,10529,2026-04-05 00:01:03.877
37912,85BF,34239,2026-04-05 00:01:03.880
37913,E552,58706,2026-04-05 00:01:03.884
37914,C4F9,50425,2026-04-05 00:01:03.887
37915,FA60,64096,2026-04-05 00:01:03.890
37916,4AB1,19121,2026-04-05 00:01:03.893
37917,B1E0,45536,2026-04-05 00:01:03.896
37918,4ADE,19166,2026-04-05 00:01:03.899
37919,C00A,49162,2026-04-05 00:01:03.902
37920,61C4,25028,2026-04-05 00:01:03.906
37921,2B96,11158,2026-04-05 00:01:03.909
37922,97A1,38817,2026-04-05 00:01:03.912
37923,937B,37755,2026-04-05 00:01:03.915
37924,7342,29506,2026-04-05 00:01:03.918
37925,A0C7,41159,2026-04-05 00:01:03.921
37926,407D,16509,2026-04-05 00:01:03.924
37927,FAD6,64214,2026-04-05 00:01:03.928
37928,2140,8512,2026-04-05 00:01:03.931
37929,960B,38411,2026-04-05 00:01:03.934
37930,972B,38699,2026-04-05 00:01:03.937
37931,B015,45077,2026-04-05 00:01:03.940
37932,7676,30326,2026-04-05 00:01:03.943
37933,11A6,4518,2026-04-05 00:01:03.946
37934,D7AB,55211,2026-04-05 00:01:03.950
37935,C1D6,49622,2026-04-05 00:01:03.953
37936,D827,55335,2026-04-05 00:01:03.956
37937,FE74,65140,2026-04-05 00:01:03.959
37938,B098,45208,2026-04-05 00:01:03.962
37939,83E0,33760,2026-04-05 00:01:03.965
37940,9232,37426,2026-04-05 00:01:03.968
37941,09D8,2520,2026-04-05 00:01:03.972
37942,D049,53321,2026-04-05 00:01:03.975
37943,22A6,8870,2026-04-05 00:01:03.978
37944,808D,32909,2026-04-05 00:01:03.981
37945,8F01,36609,2026-04-05 00:01:03.984
37946,8208,33288,2026-04-05 00:01:03.987
37947,540F,21519,2026-04-05 00:01:03.990
37948,A1C2,41410,2026-04-05 00:01:03.994
37949,66E0,26336,2026-04-05 00:01:03.997
37950,7606,30214,2026-04-05 00:01:04.000
37951,E503,58627,2026-04-05 00:01:04.003
37952,BA06,47622,2026-04-05 00:01:04.006
37953,2DDE,11742,2026-04-05 00:01:04.009
37954,6096,24726,2026-04-05 00:01:04.012
37955,184D,6221,2026-04-05 00:01:04.016
37956,D9C9,55753,2026-04-05 00:01:04.019
37957,0488,1160,2026-04-05 00:01:04.022
37958,71FD,29181,2026-04-05 00:01:04.025
37959,3B4B,15179,2026-04-05 00:01:04.028
37960,19D6,6614,2026-04-05 00:01:04.031
37961,DB1A,56090,2026-04-05 00:01:04.034
37962,1FB7,8119,2026-04-05 00:01:04.038
37963,B2B0,45744,2026-04-05 00:01:04.041
37964,CA46,51782,2026-04-05 00:01:04.044
37965,0C97,3223,2026-04-05 00:01:04.047
37966,3A8F,14991,2026-04-05 00:01:04.050
37967,5F5D,24413,2026-04-05 00:01:04.053
37968,88B8,35000,2026-04-05 00:01:04.056
37969,43C6,17350,2026-04-05 00:01:04.060
37970,2C9E,11422,2026-04-05 00:01:04.063
37971,1268,4712,2026-04-05 00:01:04.066
37972,6585,25989,2026-04-05 00:01:04.069
37973,EE34,60980,2026-04-05 00:01:04.072
37974,9B4F,39759,2026-04-05 00:01:04.075
37975,DC89,56457,2026-04-05 00:01:04.078
37976,DC0D,56333,2026-04-05 00:01:04.082
37977,D706,55046,2026-04-05 00:01:04.085
37978,B881,47233,2026-04-05 00:01:04.088
37979,D272,53874,2026-04-05 00:01:04.091
37980,269E,9886,2026-04-05 00:01:04.094
37981,904B,36939,2026-04-05 00:01:04.097
37982,7EC2,32450,2026-04-05 00:01:04.100
37983,B1A7,45479,2026-04-05 00:01:04.103
37984,021A,538,2026-04-05 00:01:04.107
37985,10CA,4298,2026-04-05 00:01:04.110
37986,B2AC,45740,2026-04-05 00:01:04.113
37987,910C,37132,2026-04-05 00:01:04.116
37988,FC8E,64654,2026-04-05 00:01:04.119
37989,E555,58709,2026-04-05 00:01:04.122
37990,A1C2,41410,2026-04-05 00:01:04.125
37991,3237,12855,2026-04-05 00:01:04.129
37992,F348,62280,2026-04-05 00:01:04.132
37993,8E84,36484,2026-04-05 00:01:04.135
37994,9883,39043,2026-04-05 00:01:04.138
37995,36B9,14009,2026-04-05 00:01:04.141
37996,175F,5983,2026-04-05 00:01:04.144
37997,3911,14609,2026-04-05 00:01:04.147
37998,38CF,14543,2026-04-05 00:01:04.151
37999,2E81,11905,2026-04-05 00:01:04.154
38000,122F,4655,2026-04-05 00:01:04.157
38001,9910,39184,2026-04-05 00:01:04.160
38002,5984,22916,2026-04-05 00:01:04.163
38003,2C3C,11324,2026-04-05 00:01:04.166
38004,21C2,8642,2026-04-05 00:01:04.169
38005,D221,53793,2026-04-05 00:01:04.173
38006,A0D2,41170,2026-04-05 00:01:04.176
38007,A86D,43117,2026-04-05 00:01:04.179
38008,6401,25601,2026-04-05 00:01:04.182
38009,603A,24634,2026-04-05 00:01:04.185
38010,DFE4,57316,2026-04-05 00:01:04.188
38011,3771,14193,2026-04-05 00:01:04.191
38012,EC75,60533,2026-04-05 00:01:04.195
38013,6C43,27715,2026-04-05 00:01:04.198
38014,B150,45392,2026-04-05 00:01:04.201
38015,45F4,17908,2026-04-05 00:01:04.204
38016,5572,21874,2026-04-05 00:01:04.207
38017,02EE,750,2026-04-05 00:01:04.210
38018,9B4F,39759,2026-04-05 00:01:04.213
38019,5BC7,23495,2026-04-05 00:01:04.217
38020,5404,21508,2026-04-05 00:01:04.220
38021,2C43,11331,2026-04-05 00:01:04.223
38022,4A14,18964,2026-04-05 00:01:04.226
38023,5290,21136,2026-04-05 00:01:04.229
38024,4AAA,19114,2026-04-05 00:01:04.232
38025,1BF1,7153,2026-04-05 00:01:04.235
38026,C7B0,51120,2026-04-05 00:01:04.239
38027,768B,30347,2026-04-05 00:01:04.242
38028,A811,43025,2026-04-05 00:01:04.245
38029,FED1,65233,2026-04-05 00:01:04.248
38030,DE51,56913,2026-04-05 00:01:04.251
38031,5DED,24045,2026-04-05 00:01:04.254
38032,2C5A,11354,2026-04-05 00:01:04.257
38033,07B0,1968,2026-04-05 00:01:04.261
38034,9257,37463,2026-04-05 00:01:04.264
38035,0030,48,2026-04-05 00:01:04.267
38036,D304,54020,2026-04-05 00:01:04.270
38037,D2D2,53970,2026-04-05 00:01:04.273
38038,D7CE,55246,2026-04-05 00:01:04.276
38039,FF04,65284,2026-04-05 00:01:04.279
38040,1593,5523,2026-04-05 00:01:04.283
38041,3736,14134,2026-04-05 00:01:04.286
38042,0067,103,2026-04-05 00:01:04.289
38043,2AC8,10952,2026-04-05 00:01:04.292
38044,1B54,6996,2026-04-05 00:01:04.295
38045,8468,33896,2026-04-05 00:01:04.298
38046,C59D,50589,2026-04-05 00:01:04.301
38047,2A14,10772,2026-04-05 00:01:04.305
38048,033B,827,2026-04-05 00:01:04.308
38049,3C8A,15498,2026-04-05 00:01:04.311
38050,6057,24663,2026-04-05 00:01:04.314
38051,D1EE,53742,2026-04-05 00:01:04.317
38052,2249,8777,2026-04-05 00:01:04.320
38053,1391,5009,2026-04-05 00:01:04.323
38054,EA36,59958,2026-04-05 00:01:04.327
38055,7667,30311,2026-04-05 00:01:04.330
38056,82D0,33488,2026-04-05 00:01:04.333
38057,AEA5,44709,2026-04-05 00:01:04.336
38058,E571,58737,2026-04-05 00:01:04.339
38059,11D8,4568,2026-04-05 00:01:04.342
38060,332B,13099,2026-04-05 00:01:04.345
38061,3FE1,16353,2026-04-05 00:01:04.349
38062,43DA,17370,2026-04-05 00:01:04.352
38063,6078,24696,2026-04-05 00:01:04.355
38064,E1EF,57839,2026-04-05 00:01:04.358
38065,80A1,32929,2026-04-05 00:01:04.361
38066,BD8D,48525,2026-04-05 00:01:04.364
38067,B20A,45578,2026-04-05 00:01:04.367
38068,50E5,20709,2026-04-05 00:01:04.371
38069,392C,14636,2026-04-05 00:01:04.374
38070,CBAB,52139,2026-04-05 00:01:04.377
38071,C280,49792,2026-04-05 00:01:04.380
38072,1F1C,7964,2026-04-05 00:01:04.383
38073,7C10,31760,2026-04-05 00:01:04.386
38074,399B,14747,2026-04-05 00:01:04.389
38075,6A6C,27244,2026-04-05 00:01:04.393
38076,5181,20865,2026-04-05 00:01:04.396
38077,CCA6,52390,2026-04-05 00:01:04.399
38078,C9B2,51634,2026-04-05 00:01:04.402
38079,A1C6,41414,2026-04-05 00:01:04.405
38080,66E9,26345,2026-04-05 00:01:04.408
38081,5756,22358,2026-04-05 00:01:04.411
38082,B066,45158,2026-04-05 00:01:04.415
38083,2A4A,10826,2026-04-05 00:01:04.418
38084,C206,49670,2026-04-05 00:01:04.421
38085,6FE7,28647,2026-04-05 00:01:04.424
38086,56F5,22261,2026-04-05 00:01:04.427
38087,C0D6,49366,2026-04-05 00:01:04.430
38088,8B60,35680,2026-04-05 00:01:04.433
38089,F5D5,62933,2026-04-05 00:01:04.436
38090,EEFB,61179,2026-04-05 00:01:04.440
38091,89A2,35234,2026-04-05 00:01:04.443
38092,7B24,31524,2026-04-05 00:01:04.446
38093,8AC4,35524,2026-04-05 00:01:04.449
38094,8DC0,36288,2026-04-05 00:01:04.452
38095,B36F,45935,2026-04-05 00:01:04.455
38096,2CFF,11519,2026-04-05 00:01:04.458
38097,3706,14086,2026-04-05 00:01:04.462
38098,DB83,56195,2026-04-05 00:01:04.465
38099,B7EF,47087,2026-04-05 00:01:04.468
38100,313B,12603,2026-04-05 00:01:04.471
38101,1E2A,7722,2026-04-05 00:01:04.474
38102,AB2C,43820,2026-04-05 00:01:04.477
38103,5464,21604,2026-04-05 00:01:04.480
38104,0C5F,3167,2026-04-05 00:01:04.484
38105,5906,22790,2026-04-05 00:01:04.487
38106,1E65,7781,2026-04-05 00:01:04.490
38107,5858,22616,2026-04-05 00:01:04.493
38108,9529,38185,2026-04-05 00:01:04.496
38109,625F,25183,2026-04-05 00:01:04.499
38110,B832,47154,2026-04-05 00:01:04.502
38111,1370,4976,2026-04-05 00:01:04.506
38112,272F,10031,2026-04-05 00:01:04.509
38113,4ADF,19167,2026-04-05 00:01:04.512
38114,7939,31033,2026-04-05 00:01:04.515
38115,966E,38510,2026-04-05 00:01:04.518
38116,A451,42065,2026-04-05 00:01:04.521
38117,0E50,3664,2026-04-05 00:01:04.524
38118,706E,28782,2026-04-05 00:01:04.528
38119,057A,1402,2026-04-05 00:01:04.531
38120,6323,25379,2026-04-05 00:01:04.534
38121,43AE,17326,2026-04-05 00:01:04.537
38122,0C22,3106,2026-04-05 00:01:04.540
38123,129C,4764,2026-04-05 00:01:04.543
38124,CB33,52019,2026-04-05 00:01:04.546
38125,64E2,25826,2026-04-05 00:01:04.550
38126,478D,18317,2026-04-05 00:01:04.553
38127,A7E2,42978,2026-04-05 00:01:04.556
38128,75D9,30169,2026-04-05 00:01:04.559
38129,21A3,8611,2026-04-05 00:01:04.562
38130,167F,5759,2026-04-05 00:01:04.565
38131,7C4D,31821,2026-04-05 00:01:04.568
38132,9976,39286,2026-04-05 00:01:04.572
38133,9887,39047,2026-04-05 00:01:04.575
38134,36C3,14019,2026-04-05 00:01:04.578
38135,1ED0,7888,2026-04-05 00:01:04.581
38136,5C1C,23580,2026-04-05 00:01:04.584
38137,2D97,11671,2026-04-05 00:01:04.587
38138,4AC8,19144,2026-04-05 00:01:04.590
38139,2DEA,11754,2026-04-05 00:01:04.594
38140,B40D,46093,2026-04-05 00:01:04.597
38141,6848,26696,2026-04-05 00:01:04.600
38142,E0E4,57572,2026-04-05 00:01:04.603
38143,6A67,27239,2026-04-05 00:01:04.606
38144,4EE4,20196,2026-04-05 00:01:04.609
38145,0D1A,3354,2026-04-05 00:01:04.612
38146,5C26,23590,2026-04-05 00:01:04.616
38147,1295,4757,2026-04-05 00:01:04.619
38148,3F62,16226,2026-04-05 00:01:04.622
38149,2402,9218,2026-04-05 00:01:04.625
38150,DC65,56421,2026-04-05 00:01:04.628
38151,6F1F,28447,2026-04-05 00:01:04.631
38152,3EAE,16046,2026-04-05 00:01:04.634
38153,CB0F,51983,2026-04-05 00:01:04.638
38154,4700,18176,2026-04-05 00:01:04.641
38155,0E65,3685,2026-04-05 00:01:04.644
38156,F86A,63594,2026-04-05 00:01:04.647
38157,320D,12813,2026-04-05 00:01:04.650
38158,B0A4,45220,2026-04-05 00:01:04.653
38159,D1A6,53670,2026-04-05 00:01:04.656
38160,F56B,62827,2026-04-05 00:01:04.660
38161,33C4,13252,2026-04-05 00:01:04.663
38162,B1A9,45481,2026-04-05 00:01:04.666
38163,0088,136,2026-04-05 00:01:04.669
38164,BBDD,48093,2026-04-05 00:01:04.672
38165,63E1,25569,2026-04-05 00:01:04.675
38166,8C0E,35854,2026-04-05 00:01:04.678
38167,BF21,48929,2026-04-05 00:01:04.682
38168,D916,55574,2026-04-05 00:01:04.685
38169,908B,37003,2026-04-05 00:01:04.688
38170,88CE,35022,2026-04-05 00:01:04.691
38171,3036,12342,2026-04-05 00:01:04.694
38172,C8B5,51381,2026-04-05 00:01:04.697
38173,3798,14232,2026-04-05 00:01:04.700
38174,847D,33917,2026-04-05 00:01:04.704
38175,9F39,40761,2026-04-05 00:01:04.707
38176,B0BF,45247,2026-04-05 00:01:04.710
38177,E492,58514,2026-04-05 00:01:04.713
38178,8369,33641,2026-04-05 00:01:04.716
38179,CA2E,51758,2026-04-05 00:01:04.719
38180,B688,46728,2026-04-05 00:01:04.722
38181,A7A1,42913,2026-04-05 00:01:04.726
38182,FDDE,64990,2026-04-05 00:01:04.729
38183,2CCB,11467,2026-04-05 00:01:04.732
38184,7142,28994,2026-04-05 00:01:04.735
38185,8DE0,36320,2026-04-05 00:01:04.738
38186,D280,53888,2026-04-05 00:01:04.741
38187,803F,32831,2026-04-05 00:01:04.744
38188,F636,63030,2026-04-05 00:01:04.748
38189,9B85,39813,2026-04-05 00:01:04.751
38190,05E8,1512,2026-04-05 00:01:04.754
38191,FFDD,65501,2026-04-05 00:01:04.757
38192,C993,51603,2026-04-05 00:01:04.760
38193,3631,13873,2026-04-05 00:01:04.763
38194,5991,22929,2026-04-05 00:01:04.766
38195,C409,50185,2026-04-05 00:01:04.770
38196,E309,58121,2026-04-05 00:01:04.773
38197,F009,61449,2026-04-05 00:01:04.776
38198,B122,45346,2026-04-05 00:01:04.779
38199,7254,29268,2026-04-05 00:01:04.782
38200,45AF,17839,2026-04-05 00:01:04.785
38201,37BA,14266,2026-04-05 00:01:04.788
38202,5562,21858,2026-04-05 00:01:04.791
38203,3DC0,15808,2026-04-05 00:01:04.795
38204,3E36,15926,2026-04-05 00:01:04.798
38205,1AC9,6857,2026-04-05 00:01:04.801
38206,8CEF,36079,2026-04-05 00:01:04.804
38207,067C,1660,2026-04-05 00:01:04.807
38208,8011,32785,2026-04-05 00:01:04.810
38209,A181,41345,2026-04-05 00:01:04.813
38210,0326,806,2026-04-05 00:01:04.817
38211,FAF2,64242,2026-04-05 00:01:04.820
38212,3D93,15763,2026-04-05 00:01:04.823
38213,0702,1794,2026-04-05 00:01:04.826
38214,2562,9570,2026-04-05 00:01:04.829
38215,C715,50965,2026-04-05 00:01:04.832
38216,2959,10585,2026-04-05 00:01:04.835
38217,873F,34623,2026-04-05 00:01:04.839
38218,D3D5,54229,2026-04-05 00:01:04.842
38219,703A,28730,2026-04-05 00:01:04.845
38220,0CEE,3310,2026-04-05 00:01:04.848
38221,BEA2,48802,2026-04-05 00:01:04.851
38222,65BF,26047,2026-04-05 00:01:04.854
38223,7401,29697,2026-04-05 00:01:04.857
38224,AE0B,44555,2026-04-05 00:01:04.861
38225,D7A2,55202,2026-04-05 00:01:04.864
38226,9A0E,39438,2026-04-05 00:01:04.867
38227,94CD,38093,2026-04-05 00:01:04.870
38228,5510,21776,2026-04-05 00:01:04.873
38229,03EC,1004,2026-04-05 00:01:04.876
38230,F582,62850,2026-04-05 00:01:04.879
38231,F82A,63530,2026-04-05 00:01:04.883
38232,5D41,23873,2026-04-05 00:01:04.886
38233,F2CE,62158,2026-04-05 00:01:04.889
38234,ADB4,44468,2026-04-05 00:01:04.892
38235,C4C1,50369,2026-04-05 00:01:04.895
38236,7390,29584,2026-04-05 00:01:04.898
38237,8674,34420,2026-04-05 00:01:04.901
38238,9EC6,40646,2026-04-05 00:01:04.905
38239,B98A,47498,2026-04-05 00:01:04.908
38240,4F98,20376,2026-04-05 00:01:04.911
38241,86B7,34487,2026-04-05 00:01:04.914
38242,0457,1111,2026-04-05 00:01:04.917
38243,F82B,63531,2026-04-05 00:01:04.920
38244,6B28,27432,2026-04-05 00:01:04.923
38245,DE8B,56971,2026-04-05 00:01:04.927
38246,18E6,6374,2026-04-05 00:01:04.930
38247,5210,21008,2026-04-05 00:01:04.933
38248,DF03,57091,2026-04-05 00:01:04.936
38249,337E,13182,2026-04-05 00:01:04.939
38250,58F1,22769,2026-04-05 00:01:04.942
38251,ED8A,60810,2026-04-05 00:01:04.945
38252,4DC7,19911,2026-04-05 00:01:04.949
38253,A631,42545,2026-04-05 00:01:04.952
38254,F8E1,63713,2026-04-05 00:01:04.955
38255,75FA,30202,2026-04-05 00:01:04.958
38256,A444,42052,2026-04-05 00:01:04.961
38257,084F,2127,2026-04-05 00:01:04.964
38258,CBB9,52153,2026-04-05 00:01:04.967
38259,72CF,29391,2026-04-05 00:01:04.971
38260,3DDC,15836,2026-04-05 00:01:04.974
38261,BEE9,48873,2026-04-05 00:01:04.977
38262,18AA,6314,2026-04-05 00:01:04.980
38263,CBF4,52212,2026-04-05 00:01:04.983
38264,1138,4408,2026-04-05 00:01:04.986
38265,6960,26976,2026-04-05 00:01:04.989
38266,6138,24888,2026-04-05 00:01:04.993
38267,98D2,39122,2026-04-05 00:01:04.996
38268,6C65,27749,2026-04-05 00:01:04.999
38269,3581,13697,2026-04-05 00:01:05.002
38270,D46C,54380,2026-04-05 00:01:05.005
38271,1387,4999,2026-04-05 00:01:05.008
38272,4B98,19352,2026-04-05 00:01:05.011
38273,21F0,8688,2026-04-05 00:01:05.015
38274,1522,5410,2026-04-05 00:01:05.018
38275,B6C0,46784,2026-04-05 00:01:05.021
38276,FEA2,65186,2026-04-05 00:01:05.024
38277,B4E2,46306,2026-04-05 00:01:05.027
38278,7F93,32659,2026-04-05 00:01:05.030
38279,4ACB,19147,2026-04-05 00:01:05.033
38280,191B,6427,2026-04-05 00:01:05.037
38281,E425,58405,2026-04-05 00:01:05.040
38282,CA8E,51854,2026-04-05 00:01:05.043
38283,9DD9,40409,2026-04-05 00:01:05.046
38284,3DD5,15829,2026-04-05 00:01:05.049
38285,0903,2307,2026-04-05 00:01:05.052
38286,244A,9290,2026-04-05 00:01:05.055
38287,FB41,64321,2026-04-05 00:01:05.059
38288,1A35,6709,2026-04-05 00:01:05.062
38289,1816,6166,2026-04-05 00:01:05.065
38290,4031,16433,2026-04-05 00:01:05.068
38291,B293,45715,2026-04-05 00:01:05.071
38292,842E,33838,2026-04-05 00:01:05.074
38293,1F19,7961,2026-04-05 00:01:05.077
38294,31F4,12788,2026-04-05 00:01:05.081
38295,5849,22601,2026-04-05 00:01:05.084
38296,63CC,25548,2026-04-05 00:01:05.087
38297,14C9,5321,2026-04-05 00:01:05.090
38298,03FA,1018,2026-04-05 00:01:05.093
38299,8502,34050,2026-04-05 00:01:05.096
38300,2669,9833,2026-04-05 00:01:05.099
38301,6018,24600,2026-04-05 00:01:05.103
38302,C982,51586,2026-04-05 00:01:05.106
38303,3E00,15872,2026-04-05 00:01:05.109
38304,41E2,16866,2026-04-05 00:01:05.112
38305,F945,63813,2026-04-05 00:01:05.115
38306,71D4,29140,2026-04-05 00:01:05.118
38307,19AA,6570,2026-04-05 00:01:05.121
38308,9233,37427,2026-04-05 00:01:05.125
38309,28B9,10425,2026-04-05 00:01:05.128
38310,A9BC,43452,2026-04-05 00:01:05.131
38311,3B6F,15215,2026-04-05 00:01:05.134
38312,4466,17510,2026-04-05 00:01:05.137
38313,1EB1,7857,2026-04-05 00:01:05.140
38314,4C19,19481,2026-04-05 00:01:05.143
38315,9C2A,39978,2026-04-05 00:01:05.146
38316,01CB,459,2026-04-05 00:01:05.150
38317,6B03,27395,2026-04-05 00:01:05.153
38318,4F4E,20302,2026-04-05 00:01:05.156
38319,37A6,14246,2026-04-05 00:01:05.159
38320,1DA0,7584,2026-04-05 00:01:05.162
38321,0FBF,4031,2026-04-05 00:01:05.165
38322,67F2,26610,2026-04-05 00:01:05.168
38323,FE43,65091,2026-04-05 00:01:05.172
38324,B5B2,46514,2026-04-05 00:01:05.175
38325,622C,25132,2026-04-05 00:01:05.178
38326,74F4,29940,2026-04-05 00:01:05.181
38327,28BC,10428,2026-04-05 00:01:05.184
38328,4B44,19268,2026-04-05 00:01:05.187
38329,5D25,23845,2026-04-05 00:01:05.190
38330,9E8B,40587,2026-04-05 00:01:05.194
38331,757A,30074,2026-04-05 00:01:05.197
38332,328A,12938,2026-04-05 00:01:05.200
38333,CD97,52631,2026-04-05 00:01:05.203
38334,6D01,27905,2026-04-05 00:01:05.206
38335,4750,18256,2026-04-05 00:01:05.209
38336,8E88,36488,2026-04-05 00:01:05.212
38337,EB2F,60207,2026-04-05 00:01:05.216
38338,77BD,30653,2026-04-05 00:01:05.219
38339,6439,25657,2026-04-05 00:01:05.222
38340,FDBB,64955,2026-04-05 00:01:05.225
38341,9503,38147,2026-04-05 00:01:05.228
38342,E853,59475,2026-04-05 00:01:05.231
38343,3A52,14930,2026-04-05 00:01:05.234
38344,F6CF,63183,2026-04-05 00:01:05.238
38345,BC26,48166,2026-04-05 00:01:05.241
38346,B6C1,46785,2026-04-05 00:01:05.244
38347,EBB1,60337,2026-04-05 00:01:05.247
38348,8F6D,36717,2026-04-05 00:01:05.250
38349,1DD9,7641,2026-04-05 00:01:05.253
38350,EC7C,60540,2026-04-05 00:01:05.256
38351,4073,16499,2026-04-05 00:01:05.260
38352,B388,45960,2026-04-05 00:01:05.263
38353,6FBD,28605,2026-04-05 00:01:05.266
38354,C56B,50539,2026-04-05 00:01:05.269
38355,9C65,40037,2026-04-05 00:01:05.272
38356,E927,59687,2026-04-05 00:01:05.275
38357,9C40,40000,2026-04-05 00:01:05.278
38358,09FA,2554,2026-04-05 00:01:05.282
38359,645F,25695,2026-04-05 00:01:05.285
38360,4CDE,19678,2026-04-05 00:01:05.288
38361,006E,110,2026-04-05 00:01:05.291
38362,4F1B,20251,2026-04-05 00:01:05.294
38363,1EB2,7858,2026-04-05 00:01:05.297
38364,C4EE,50414,2026-04-05 00:01:05.300
38365,7980,31104,2026-04-05 00:01:05.304
38366,00E9,233,2026-04-05 00:01:05.307
38367,3C76,15478,2026-04-05 00:01:05.310
38368,7096,28822,2026-04-05 00:01:05.313
38369,EF8E,61326,2026-04-05 00:01:05.316
38370,EFA7,61351,2026-04-05 00:01:05.319
38371,2862,10338,2026-04-05 00:01:05.322
38372,9746,38726,2026-04-05 00:01:05.326
38373,3607,13831,2026-04-05 00:01:05.329
38374,B337,45879,2026-04-05 00:01:05.332
38375,ED61,60769,2026-04-05 00:01:05.335
38376,B691,46737,2026-04-05 00:01:05.338
38377,24C4,9412,2026-04-05 00:01:05.341
38378,510C,20748,2026-04-05 00:01:05.344
38379,B491,46225,2026-04-05 00:01:05.348
38380,F281,62081,2026-04-05 00:01:05.351
38381,2563,9571,2026-04-05 00:01:05.354
38382,38AF,14511,2026-04-05 00:01:05.357
38383,D825,55333,2026-04-05 00:01:05.360
38384,FD2E,64814,2026-04-05 00:01:05.363
38385,D026,53286,2026-04-05 00:01:05.366
38386,5038,20536,2026-04-05 00:01:05.370
38387,CAA8,51880,2026-04-05 00:01:05.373
38388,2783,10115,2026-04-05 00:01:05.376
38389,6A1F,27167,2026-04-05 00:01:05.379
38390,A582,42370,2026-04-05 00:01:05.382
38391,8C61,35937,2026-04-05 00:01:05.385
38392,B657,46679,2026-04-05 00:01:05.388
38393,163C,5692,2026-04-05 00:01:05.392
38394,660E,26126,2026-04-05 00:01:05.395
38395,4C7E,19582,2026-04-05 00:01:05.398
38396,5448,21576,2026-04-05 00:01:05.401
38397,D421,54305,2026-04-05 00:01:05.404
38398,07AE,1966,2026-04-05 00:01:05.407
38399,D835,55349,2026-04-05 00:01:05.410
38400,A65C,42588,2026-04-05 00:01:05.414
38401,18EE,6382,2026-04-05 00:01:05.417
38402,D62B,54827,2026-04-05 00:01:05.420
38403,8036,32822,2026-04-05 00:01:05.423
38404,D595,54677,2026-04-05 00:01:05.426
38405,501C,20508,2026-04-05 00:01:05.429
38406,8482,33922,2026-04-05 00:01:05.432
38407,1B68,7016,2026-04-05 00:01:05.436
38408,BAAB,47787,2026-04-05 00:01:05.439
38409,AD5B,44379,2026-04-05 00:01:05.442
38410,5E5E,24158,2026-04-05 00:01:05.445
38411,A5F9,42489,2026-04-05 00:01:05.448
38412,FBFD,64509,2026-04-05 00:01:05.451
38413,2C5E,11358,2026-04-05 00:01:05.454
38414,0ADE,2782,2026-04-05 00:01:05.458
38415,5EE4,24292,2026-04-05 00:01:05.461
